TIME,LX,LY,RX,RY
558465264,442.64,463.47,459.23,475.55
558467267,446.36,458.12,463.43,486.45
558469279,447.91,457.03,458.45,478.05
558471281,445.69,463.41,459.14,480.73
558473265,447.98,464.05,457.25,479.35
558475263,448.35,461.25,458.75,480.37
558477262,451.35,464.62,464.73,480.45
558479268,450.73,466.61,464.27,483.47
558481263,440.67,461.49,459.62,485.71
558483241,444.07,459.32,455.22,468.09
558485274,449.52,467.85,452.97,479.74
558487273,451.97,456.96,454.11,476.77
558489271,444.34,460.81,453.36,482.83
558491273,447.93,459.08,458.44,476.99
558493273,437.68,459.96,457.68,478.27
558495273,448.16,459.54,456.8,474.34
558497273,447.57,460.06,455.01,477.86
558499273,448.19,460.74,453.88,478.8
558501273,446.98,458.93,453.17,478.26
558503274,447.46,462.59,450.8,480.27
558505273,446.56,466.3,455.19,476.73
558507270,446.38,454.78,454.7,474.05
558509263,437.48,469.2,454.6,482.13
558511289,451.12,464.06,458.67,481.45
558513270,445.63,462.86,448.68,470.61
558515275,447.96,458.89,454.01,476.44
558517257,447.52,457.38,453.17,479.68
558519284,439.5,452.38,455.92,480.6
558521276,447.2,462.03,458.94,481.56
558523273,453.88,455.73,456.94,477.17
558525274,448.9,464.3,447.64,470.33
558527274,451.21,468.07,449.55,475.65
558529274,443.76,460.79,451.49,480.22
558531282,448.55,457.64,449.51,478.64
558533286,448.02,464.19,453.54,475.69
558535282,443.72,462.81,448.53,476.81
558537285,443.12,462.43,451.29,483.58
558539282,446.88,468.09,456.26,479.68
558541284,449.55,466.58,446.78,478.72
558543285,449.96,466.44,449.56,481.12
558545281,447.31,454.05,453.48,472.15
558547284,446.02,455,452.91,477.6
558549280,449.63,455.08,454,478.89
558551349,447.08,463.12,453.14,477.74
558553291,448.06,466,452.76,481.18
558555303,449.33,463.09,449.14,479.11
558557282,446.37,462.43,454.02,471.18
558559276,449.66,468.82,453.91,475.98
558561294,442.13,461.22,457.22,481.51
558563284,442.21,463.06,456.57,477.48
558565286,445.57,463.58,451.32,472.77
558567287,444.94,464.46,448.19,475.35
558569283,446.6,460.24,456.69,483.09
558571284,449.2,464.27,458.87,476.8
558573283,448.94,463.46,456.61,472.36
558575283,440,460.8,453.78,476.53
558577294,450.02,463.03,457.42,476.3
558579281,440.18,464.44,452.41,474.39
558581277,448.97,468.12,455.38,475.85
558583295,448.79,462.3,457.18,483.02
558585293,452.55,462.64,460.95,479.1
558587294,444.9,462.99,452.69,477.73
558589294,445.3,470.24,455.63,482
558591293,446.22,465.67,456.93,479.46
558593297,445.53,474.96,460.5,479.68
558595296,444.82,466.47,454.41,481.07
558597294,446.7,463.69,454.19,484.71
558599296,449.28,460.63,455.18,476.9
558601296,445.37,462.52,451.38,477.88
558603296,443.52,469.08,461.09,475.15
558605282,443.9,461.22,454.41,486.67
558607294,441.73,461.78,456.74,483.42
558609294,446.02,459.02,458.62,478.11
558611290,441.21,459.79,456,479.98
558613294,446.48,459.16,456.7,481.79
558615298,441.31,461.09,457.68,481.66
558617295,443.97,462.81,456.29,471.64
558619293,443.62,460.39,460.96,480.39
558621294,444.69,471.78,459.57,478.65
558623305,445.4,467.76,465.72,480.92
558625304,441.09,466.59,457.3,481.45
558627303,447.64,467.53,461.43,477.58
558629303,442.08,461.69,462.02,482.26
558631301,443.52,463.81,463.22,480.4
558633318,442.16,461.48,457.15,476.19
558635349,442.84,457.61,456.79,477.45
558637304,449.9,466.63,460.56,481.32
558639295,435.21,462.42,464.13,478.04
558641284,446.36,470.41,466.87,478.35
558643309,444.29,459.7,467.99,478.7
558645305,440.11,460.22,454.97,479.33
558647306,445.13,463.44,465.08,479.81
558649305,445.55,469.26,463.05,480.87
558651304,446.77,457.66,462.7,474.96
558653304,439.16,461.17,464.35,476.63
558655305,440.85,457.84,460.75,483.41
558657301,443.92,463.29,461.17,479.74
558659289,440.72,457.65,463.48,473.73
558661317,446.64,463.26,460.71,479.61
558663304,444.46,460.99,463.35,474.58
558665299,442.1,466.05,458.92,477.06
558667306,440.62,464.03,460.54,470.84
558669316,443.57,463.59,461.17,481.69
558671314,446.7,465.72,460.51,477.01
558673314,449.15,469.13,459.04,479.31
558675322,443.11,461.43,462.61,471.26
558677317,440.87,458.95,461.96,471.3
558679314,440.42,455.62,454.16,470.78
558681314,440.11,462.27,455.58,475.46
558683315,442.51,460.99,460.5,468.88
558685314,442.53,471.68,451.69,465.36
558687308,446.11,466.55,456.34,480.66
558689289,443.94,467.11,452.22,477.72
558691291,442.27,459.52,459.93,478.8
558693320,443.69,462.4,455.41,476.88
558695313,441.64,454.31,457.43,474.81
558697318,445.1,457.82,457.86,475.35
558699315,447.07,463.77,454.81,479.75
558701314,440.22,457.84,454.69,474.97
558703317,439.82,459.13,450.32,479.25
558705306,433.93,459.36,462.91,480.07
558707325,441.48,459.38,458.91,473.28
558709295,446.14,461.13,449.03,473.31
558711329,438.13,453.44,457.1,466.95
558713314,442.09,461.8,452.64,468.91
558715324,443.79,455.84,455.37,466.43
558717335,441.66,455.47,456.14,474.03
558719372,444.2,460.28,456.37,474.49
558721323,445.42,461.57,458.05,482.08
558723326,439.79,462.7,457.37,473.26
558725323,442.41,458.63,458.79,473.06
558727329,447.84,457.9,455.12,475.83
558729323,440.35,458.35,459.39,464.7
558731324,446.24,451.59,455.13,472.49
558733320,439.44,453.58,454.14,471.19
558735317,443.73,461.63,456.17,468.34
558737326,444.06,468.67,457.37,471.06
558739324,440.01,460.78,454.68,471.88
558741324,444.96,460.26,457.37,468
558743319,442.22,462.09,454.81,472.21
558745324,447.66,454.46,458.65,468.95
558747324,440.12,458.35,450.87,463.23
558749323,444.15,464.1,464.4,471.38
558751322,435.91,468.87,456.33,474.94
558753324,439.67,463.96,457.37,472.47
558755321,446.09,461.51,461.72,471.92
558757335,442.52,461.12,456.25,469.69
558759313,439.9,466,462.23,472.1
558761352,440.97,470.28,466.05,468.57
558763333,434.81,457.31,457.57,476.99
558765351,442.66,462.87,458.93,480.97
558767318,446.8,469.28,461.35,471.73
558769335,438.43,465.82,464.07,476.33
558771334,433.76,461.96,459.46,477.06
558773336,438.01,466.41,459.62,475.05
558775333,441.05,464.25,463.21,478.16
558777333,450.28,461.09,461.04,478.03
558779333,438.19,464.72,463.06,478.87
558781334,438.25,463.01,460.88,465.76
558783321,444.76,459.72,459.91,471.61
558785345,446.33,469.83,457.12,476.65
558787334,443.1,457.33,461.36,465.05
558789333,446.16,466.59,463.48,470.98
558791334,441.79,463.91,460.16,475.84
558793337,447.25,463.37,463.7,467.65
558795338,444.75,457.6,465.56,480.7
558797336,441.52,459.32,465.6,470.36
558799388,440.75,457.98,460.37,475.18
558801344,436.28,467.34,466.15,478.03
558803354,433.47,458.05,464.34,475.02
558805333,437.17,460.56,461.58,472.06
558807339,440.9,460.08,476.43,466.14
558809331,443.46,459.96,467.26,462.24
558811352,436.75,452.18,468.01,482.1
558813344,442.11,461.3,468.16,479.34
558815347,442.05,463.25,460.7,475.68
558817344,442.67,459.21,464.81,474.27
558819344,435.35,467.9,467.35,476.61
558821343,435.56,457.81,466.38,472.27
558823344,447.11,461.91,467.64,475.29
558825343,440.47,463.66,467.54,477.09
558827345,439.26,462.58,463.63,476.39
558829347,441.52,465.49,464.61,478.78
558831320,441.34,455.58,464.37,472.95
558833320,442.78,464.49,465.02,471.98
558835338,437.68,466.16,467.05,479.51
558837384,447.75,464.89,468.24,465.3
558839348,441.62,461.03,466.74,475.95
558841347,440.42,455.89,468.39,474.12
558843349,442.83,462.34,466,471.32
558845346,436.53,463.67,470.39,475.92
558847345,441.87,454.46,467.78,469.71
558849345,443.36,462.31,464.4,479.57
558851344,441.33,463.66,471.09,476.31
558853352,443.86,457.74,463.33,472.75
558855355,442.94,458.92,467.95,472.59
558857353,438.93,463.55,468.94,472.76
558859355,436.35,455.24,468.08,476.21
558861346,438.36,467.47,464.69,464.7
558863354,450.21,460.29,464.25,469.14
558865353,437.35,456.31,466.97,465.56
558867355,442.18,459.93,468.35,469.57
558869357,439.17,455.48,469.91,473.66
558871355,441.79,461.47,469.32,469.78
558873355,445.43,463.18,473.88,470.69
558875350,445.66,461.37,467.37,464.54
558877356,445.42,463.12,469.08,471.95
558879356,438.18,462.05,465.91,476.35
558881366,440.35,461.98,469.76,476.29
558883397,438.64,464.65,473.9,466.37
558885357,436.48,455.54,469.14,470.36
558887357,439.43,458.23,466.7,469.1
558889355,444.08,458.41,467.43,470.55
558891351,439.97,464.9,469.53,461.63
558893354,446.04,459.09,470.72,470.73
558895356,442.37,457.41,466.98,471.49
558897333,443.74,457.24,470.63,472.27
558899368,443.34,463.17,462.73,471.94
558901367,434.41,461.53,464.29,472.48
558903365,441.03,462.88,464.02,473.65
558905364,442.5,459.58,464.86,469.02
558907365,441.06,454.95,469.47,472.19
558909356,447.43,453.23,468.79,472.56
558911378,447.73,452.36,478.01,475.03
558913364,457.97,449.48,483.54,477.48
558915365,457.2,446.07,497.84,463.89
558917364,465.89,444.72,508.68,460.86
558919365,467,436.79,509.08,441.3
558921365,473.63,424.58,509.79,419.05
558923374,474.69,434.8,502.42,410.01
558925366,479.25,425.61,503.18,409.7
558927365,476.5,406.95,507.92,410.78
558929366,489.74,408.91,503.08,408.92
558931364,489.71,405.12,503.84,408.97
558933364,492.68,406.75,507.35,405.73
558935363,504.4,395.02,510.99,397.61
558937367,498.11,402.45,514.63,406.6
558939361,504.13,406.87,507.83,400.58
558941362,498.87,404.34,511.31,410.57
558943362,498.5,404.26,508.16,398.19
558945372,498.52,397.12,509.79,397.51
558947373,504.29,405.4,506.85,401.56
558949373,497.17,404.62,512.67,397.07
558951373,494.84,400.6,510.95,403.45
558953366,499.23,403.73,515.47,403.57
558955353,496.43,402.85,512.59,396.9
558957381,499.51,397.05,508.7,404.9
558959361,495,400.24,511.13,403.67
558961380,488.49,402.42,512.53,397.12
558963376,490.66,402.38,510,399.34
558965383,495.11,398.82,512.99,395.42
558967418,495.95,400.38,512,398.77
558969375,490.36,403.04,507.43,400.54
558971363,490.39,401.8,515.03,401.68
558973366,497.31,406.42,509.91,404.33
558975383,494.78,397.99,512.21,396.47
558977373,495.23,408.09,508.08,399.6
558979373,495.96,405.3,515.02,410.43
558981373,493.78,404.4,518.33,397.98
558983373,498.95,405.28,512.92,398.43
558985374,489.66,412.94,517.76,396.87
558987375,486.2,410.72,513.39,401.94
558989373,493.58,410.09,513.16,405.69
558991382,485.78,405.21,519.86,401.1
558993384,490.08,404.22,514.46,394.71
558995384,483.97,406.52,520.53,402.98
558997384,489.4,408.84,510.65,400.02
558999384,489.66,406.75,514.61,409.19
559001384,492.58,401.86,514.59,397.83
559003383,484.13,411.68,516.52,401.94
559005390,484.66,408.74,515.95,405.29
559007395,486.35,397.15,514.49,403.54
559009383,490.42,407.36,521.63,399.93
559011363,478.68,411.6,514.88,399.13
559013392,487.7,409.12,515.94,393.89
559015383,482.91,412.31,518.92,400.36
559017360,482.58,403.77,521.06,394.19
559019390,483.73,401.89,518.04,400.87
559021386,484.79,407.86,512.97,399.84
559023387,483.16,407.9,518.83,392.29
559025384,484.37,412.09,519.87,409.68
559027383,487.66,407.58,516.88,405.75
559029382,491,411.8,517.52,401.82
559031384,489.26,410.94,515.81,405.23
559033385,485.15,413.23,522.62,401.56
559035390,491.87,405.59,525.35,396.76
559037393,483.71,413.15,515.25,396.58
559039393,481.21,404.96,514.19,399.86
559041395,490.86,413.67,521.14,401.05
559043392,486.49,415.89,518.46,399.16
559045398,486.39,402.12,520.99,403.48
559047451,489.22,408.87,524.35,401.41
559049398,487.16,413.72,514.5,398.97
559051407,484.78,405.16,512.45,400.85
559053394,481.48,403.03,518.85,399.87
559055392,487.75,405.29,514.52,406.07
559057395,488.53,406.76,516.78,401.02
559059388,485.96,406.23,521.27,401.24
559061382,487.51,412.33,526.1,404.94
559063405,485.13,413.43,514.48,401.67
559065395,487.1,413.43,518.68,398.89
559067396,479.67,410.35,512.77,390.98
559069392,480.38,408.67,517.28,400.26
559071394,486.82,406.4,518.19,403.14
559073393,491.51,414.44,513.93,403.31
559075399,487.76,407.18,515.03,398.11
559077389,480.43,399.67,514.06,400.04
559079375,482.2,401.24,512.72,405.54
559081407,480.97,412.25,519.56,397.49
559083407,481.9,411.39,512.68,397.42
559085405,482.66,407.54,513.86,394.38
559087403,485.73,413.8,515,399.4
559089407,483.45,406.54,508.38,400.39
559091405,486.96,405.92,509.91,398.27
559093406,490.49,400.67,514.04,397.55
559095404,484.49,402.79,510.9,397.97
559097405,481.03,405.97,513.88,395.52
559099404,482.22,406.78,512.64,401.91
559101405,485.5,401.58,512.77,401.07
559103404,483.79,403.59,508.93,393.21
559105406,479.02,401.39,510.58,409.3
559107403,487.27,409.03,509.39,395.67
559109391,484.28,407.37,517.11,404.47
559111386,484.61,407.42,515.19,409.87
559113383,487.19,404.39,506.57,401.51
559115423,484.03,405.05,505.2,398.13
559117405,484.16,408.93,507.08,396.05
559119405,487,403.96,508.92,403.23
559121406,484.33,401.39,506.42,402.48
559123404,483.57,404.48,511.41,395.02
559125406,481.82,404.97,508.13,396.4
559127409,482.67,399.88,509.4,401.37
559129422,484.45,405.22,504.28,404.31
559131451,484.13,410.3,513.11,405.58
559133413,490.03,406.17,510.74,408.04
559135415,481.71,405.18,509.07,398.04
559137415,477.78,410.83,511.73,398.23
559139411,480.99,408.67,511.72,399.6
559141415,483.68,403.12,507.86,408.94
559143414,485.01,410.31,508.02,395.86
559145412,489.91,400.66,507.7,403.04
559147403,482.6,398.02,510.43,407.14
559149429,482.98,405.46,515.98,403.61
559151417,483.58,402.51,505.96,410.34
559153415,487.34,401.32,509.96,404.95
559155418,479.09,411.11,509.54,402.19
559157413,488.46,406.61,511.34,404.27
559159399,483.45,399.99,510.61,406.98
559161431,488.96,399.49,511.6,407.62
559163413,487.59,408.52,513.08,405.21
559165415,481.48,408.53,511.63,409.76
559167416,479.26,406.39,506.72,406.32
559169421,483.79,404.77,505.69,404.68
559171422,481.28,409.73,507.76,414.19
559173415,483.09,400.58,511.01,407.4
559175424,491.6,402.77,514.79,404.05
559177424,488.16,400.67,514.88,404.43
559179425,482.03,401.3,507.59,405.19
559181425,487.23,407.22,514.74,408.41
559183424,483.01,406.1,513.38,402.18
559185421,482.06,408.9,510.38,400.38
559187424,485.12,416.56,509.85,404.95
559189425,487.15,396.46,513.93,407.2
559191425,486.89,408.96,515.07,401.39
559193424,490.4,404.79,510.2,400.1
559195424,486.98,396.98,513.19,410.8
559197428,491.21,406.09,514.59,403.75
559199427,486.05,400.39,513.57,401.82
559201426,488.06,405.19,510.72,403.78
559203426,486.5,410.92,515.01,403.84
559205418,490.2,396.72,518.84,399.58
559207402,489.42,405.15,521.52,407.82
559209420,486.99,405.33,518.57,412.81
559211500,486.5,407.76,515.05,409.24
559213430,493.52,407.25,523.09,407.49
559215466,493.27,405.79,522.28,409.5
559217430,493.73,402.46,521.16,413.76
559219427,487.67,404.75,518.95,407.26
559221436,484.08,394.99,520.57,413.98
559223435,495.3,406.65,519.11,411.95
559225433,497.84,403.68,519.12,410.22
559227435,485.48,402.35,518.79,415.24
559229434,491.68,401.86,522.8,408.67
559231434,492.79,406.52,518.42,412.74
559233435,493.25,407.28,525.53,412.69
559235435,493.16,407.81,520.95,418.09
559237436,495.5,402.63,523.73,419.39
559239435,498.75,410.43,520.92,416.21
559241433,492.64,404.17,524.42,416.38
559243437,495.42,408.78,521.25,408.78
559245433,493.24,404.8,520.05,417.79
559247434,488.06,408.11,521.82,420.08
559249438,486.58,402.92,518.61,421.15
559251436,498.95,413.64,521.78,419.61
559253457,490.18,409.58,524.29,412.3
559255423,487.8,411.8,521.63,421.89
559257414,493.74,405.06,526.09,416.09
559259422,492.51,407.98,523.99,413.57
559261440,490.02,408.76,520.89,418.95
559263437,491.69,411.52,529.38,419.59
559265433,492.92,404.79,521.15,411.96
559267445,493.25,409.09,520.83,418.04
559269429,491.64,407.52,519.46,416.54
559271433,491.01,405.07,520.13,410.1
559273458,496.4,415.32,523.08,411.44
559275448,495.11,417.73,520.81,404.15
559277446,492.06,408.63,521.95,416.89
559279445,490.57,414.55,519.42,408.21
559281447,497.73,403.8,519.2,416.28
559283445,493.31,412.07,520.34,415.01
559285447,492.22,417.84,525.17,410.81
559287443,493.82,411.6,520.85,416.99
559289447,499.05,406.43,522.36,419.42
559291447,497.12,405.16,521.14,410.41
559293449,496.37,401.37,515.77,412.47
559295499,501.54,407.07,525.84,413.32
559297451,496.7,409.29,526.79,412.22
559299454,497.09,408.61,524.98,416.77
559301445,499.1,408.86,522.18,411.96
559303440,494.61,418.64,523.64,409.08
559305450,497.61,412.25,523.66,407.85
559307446,494.99,408.54,525.5,413.25
559309436,495.44,411.59,520,405.1
559311438,495.22,415.88,524.29,402.92
559313472,499.97,413.09,527.97,412.05
559315457,499.94,404.59,519.49,411.48
559317454,498.42,419.65,531.18,417.94
559319454,489.92,409.71,526.63,409.18
559321453,494.76,407.99,528.28,408.71
559323458,495.85,405.1,528.37,411.25
559325455,496.88,411.23,528.46,408.63
559327456,496.66,403.86,529.3,408.15
559329459,495.52,407.54,525.17,412.27
559331444,497.38,413.58,527.12,406.57
559333460,498.04,417.68,527.91,405.03
559335468,498.99,413.87,528.7,401.89
559337456,495.99,412.9,523.29,410.64
559339449,484.58,420.15,527.25,405.68
559341457,496.68,411.36,522.09,411.37
559343451,493.61,407.01,527.1,406.06
559345453,489.94,413.85,529.15,411.69
559347459,493.84,411.25,528.07,418.39
559349457,497.51,416.17,525.85,405.75
559351455,492.38,406.95,525.29,403.23
559353457,492.66,409.95,529.13,405.27
559355456,490.94,415.75,531.48,409.51
559357455,498.38,412.39,523.88,414.72
559359452,491.98,415.37,527.41,408.61
559361472,495.91,411.92,533.98,412
559363465,492.79,410.5,529.37,407.28
559365466,484.56,406.26,523.95,410.72
559367465,490.7,414.82,530.06,401.54
559369466,495.25,415.05,529.18,403.29
559371465,487.5,410.76,532.21,413.37
559373467,496.95,410.16,530.49,408.58
559375466,496.3,414.83,526.16,407.31
559377475,496.11,408.66,532.8,405.5
559379501,498.05,407.3,528.1,414.41
559381466,494.32,421.45,527.75,415.88
559383470,497.68,416.61,529.3,401.34
559385468,492.4,417.54,526.76,415.57
559387469,499.5,410.84,530.62,413.99
559389468,501.08,416.74,531.69,409.85
559391458,497.12,418.47,527,411.26
559393448,495.02,413.08,525.76,404.89
559395445,500.66,414.14,535.61,414.62
559397477,503.73,417.17,528.67,411.75
559399470,494.93,417.84,533.68,411.02
559401466,498.4,410.99,527.12,417.33
559403465,495.85,408.99,525.15,412.71
559405474,496.65,408.24,527.76,414.63
559407474,489.68,414.01,525.26,414.59
559409460,496.42,408.71,522.83,417.16
559411490,498.54,424.27,524.05,416.83
559413477,496.58,409.34,525.98,411.6
559415476,500.29,411,533.3,416.63
559417475,496.57,410.71,522.56,416.21
559419479,495.8,417.96,525.29,415.91
559421473,497.6,412.41,529.17,418.86
559423477,495.54,412.45,525.92,414.13
559425477,496.1,410.27,525.69,411.62
559427477,500.94,406.14,523.36,420.06
559429478,493.86,410.64,523.79,413.06
559431476,496.76,411.26,526.57,410.67
559433474,495.74,408.67,528.31,417.83
559435474,500.44,412.05,522.88,412.04
559437480,498.3,414.32,529.17,405.15
559439475,500.46,415.33,527.69,418.87
559441478,497.93,416.82,528.47,414.43
559443477,498.55,410.43,520.72,409.43
559445474,492.88,411.89,528.22,409.76
559447476,500.23,412.44,530.38,416.34
559449475,497.71,410.13,523.48,411.09
559451487,492.84,412.22,523.84,415.25
559453475,495.76,412.37,528.08,416.96
559455477,493.08,413.71,524.78,415.42
559457490,497.33,414.26,528.68,411.53
559459468,498.66,409.6,529.63,413.11
559461505,496.16,409.39,526.61,419.5
559463515,492.82,415.29,527.37,411.16
559465487,491.59,415.33,525.69,411.25
559467486,495.36,411.82,522.05,416.09
559469486,493.08,411.68,525.42,413.37
559471486,495.77,412.11,523.08,418.67
559473488,506.31,407.36,524.15,410.01
559475487,500.74,423.66,528.49,415.21
559477485,494.71,414.51,526.46,415.02
559479488,494.33,406.1,523.07,420.14
559481488,495.98,418.35,523.7,415.09
559483487,495.59,412.66,525.84,408.26
559485484,492.41,412.45,528.46,412.34
559487484,496.57,416.8,526.46,408.59
559489488,497.95,417.33,523.56,410.83
559491486,496.65,410.16,526.44,404.52
559493482,492.69,420.09,529.16,413.7
559495489,498.76,415.95,526.29,412.47
559497495,498.66,414.17,535.3,407.74
559499495,495.93,425.19,528.83,412.04
559501500,494.15,417.71,529.76,412.66
559503498,490.79,415.4,526.44,421.14
559505497,498.01,407.23,525.37,407.72
559507495,498.02,410.08,530.84,417.47
559509487,500.19,416.74,528.84,415.5
559511491,500.6,412.42,524.49,407.45
559513507,492.94,423.1,530.91,406.26
559515498,491.4,421.44,527.79,412.77
559517499,500.04,417.47,529.71,412.8
559519498,500.61,423.12,530.62,411.69
559521480,498.98,425.54,528.08,417.64
559523508,499.06,416.3,528.57,414.54
559525498,503.93,416.87,525.3,410.83
559527496,493.03,421.09,528.27,420.19
559529499,495.73,418.6,530.19,413.08
559531496,496.48,408.57,529.12,411.28
559533480,502.18,412.28,531.5,410.12
559535475,502.49,408.6,530.85,412.86
559537511,497.09,415.23,528.8,411.4
559539494,495.11,411.41,530.4,411.76
559541495,499.28,416.3,530.61,412.44
559543502,497.02,415.19,533.29,412.17
559545509,501.27,409.48,532.78,401.99
559547504,497.2,415.84,530.97,410.39
559549507,497.1,417.54,535.87,411.37
559551501,502.06,416.44,528.87,416.72
559553505,501.28,414.57,534.09,413.71
559555506,502.2,409.19,531.61,408.99
559557505,496.43,407.57,532.01,406.47
559559497,502.22,417.58,525.84,405.43
559561485,500.11,414.04,536.43,410.53
559563513,496.28,414.19,536.22,415.06
559565503,500.03,410.55,529.57,411.53
559567505,506.52,418.26,528.99,416.2
559569506,504.83,417.99,531.45,409.84
559571503,503.06,415.76,533.84,411
559573505,501.37,410.17,526.87,415.01
559575509,504.69,412.03,532.77,415.71
559577508,502.97,420.43,529.56,411.06
559579482,499.78,417.19,529.8,408.92
559581495,499.55,411.26,539.44,411.15
559583516,500.51,418.8,529.67,412.91
559585515,504.96,411.82,532.06,417.9
559587500,496.97,408.12,530.41,410.31
559589517,496.84,421.11,533.29,410.44
559591515,497.73,428.06,529.67,412.77
559593514,506.65,415.05,529.46,407.53
559595515,498.1,421.45,532.95,414.49
559597516,501.82,419.27,530.15,411.08
559599516,500.45,414.18,522.78,407.35
559601516,501.47,411,527.8,413.79
559603516,500.44,419.92,530.02,409.05
559605516,499.22,420.6,528.81,411.14
559607516,498.63,420.43,530.58,418.45
559609506,502.07,419.1,529.62,412.82
559611533,500.59,417.86,529.21,410.45
559613518,503.31,419.51,531.19,418.31
559615519,500.41,418.39,531.21,415.85
559617516,496.79,420.11,527.51,417.91
559619521,501.19,423.08,532.4,412.24
559621515,498.64,419.13,529.05,415.52
559623515,502.47,413.77,533.66,420.84
559625525,497.86,411.67,526.35,414.09
559627536,505.09,423.64,527.69,413.18
559629517,495.53,420.95,528.57,413.51
559631516,498.01,413.41,527.9,406.71
559633518,504.37,415,524.44,417.99
559635531,503.1,415.52,530.27,411.81
559637526,502.21,417.46,530.46,412.18
559639514,501.15,413.54,529.5,419.28
559641515,499.36,422.12,525.19,416.06
559643528,502.79,422.91,530.06,416.68
559645528,501.1,419.52,526.62,418.21
559647526,503.17,412.81,531.68,405.28
559649527,505.26,416.58,526.04,408.17
559651526,499.21,421.29,531.76,414.33
559653526,505.71,422.5,534.93,414.07
559655529,501.73,422.09,535.48,412.22
559657524,498.24,414.29,527.96,422
559659519,506.15,411.62,530.92,419.23
559661544,504.07,416.71,527.09,414.61
559663525,506.89,417.52,528.47,419.76
559665526,503.22,419.07,531.18,420.4
559667524,505.99,416.58,534.78,422.87
559669529,495.67,422.58,528.37,416.47
559671511,503.32,418.76,535.45,426.63
559673506,501.15,413.43,535,417.17
559675505,504.6,417.58,534.38,418.73
559677538,504.83,416.13,533.86,421.49
559679525,496.33,419.23,534.75,420.37
559681537,504.73,407.03,530.5,425.33
559683536,499.87,407.11,536.62,419.83
559685539,504.92,412.71,531,419.91
559687538,504.75,413.38,535.32,421.62
559689536,498.84,411.44,538.43,422.32
559691536,495.38,414.36,530.58,414.56
559693539,496.73,422.11,536.72,424.3
559695537,499.51,412.28,537.43,418.38
559697538,499.16,417.93,541.09,429.34
559699538,502.7,413.25,534.16,423.96
559701537,492.49,410.74,529.53,429.97
559703529,502.69,407.34,531.25,430.15
559705529,494.68,412.84,531.23,424.86
559707602,498.91,405.23,530.02,426.46
559709531,503.49,420.17,532.84,421.63
559711567,499.46,411.72,536.23,422.97
559713538,498.17,421.05,529.34,423.1
559715540,497.4,420.46,530.31,426.8
559717515,495.66,416.38,530,425.34
559719537,494.37,418.26,532.09,423.4
559721534,499.47,414.1,528.17,428.49
559723535,493.89,417.27,526.78,424.44
559725536,494.16,412.16,532.15,429.87
559727545,499.41,420.55,529.92,426.13
559729545,498.31,415.72,535.14,433.08
559731546,494.54,414.44,529.04,423.63
559733544,501.72,420.02,524.46,426.01
559735550,498.77,418.24,524.61,423.67
559737546,499.65,417.63,528.77,424
559739546,496.25,418.16,522.09,421.94
559741546,498.15,422.86,527.14,426.64
559743549,505.25,418.23,522.2,421.88
559745545,494.48,421.95,529.08,422.96
559747548,491.55,417.3,523.42,424.35
559749551,497.62,419.64,523.88,424.23
559751550,496.44,416.57,524.77,430.77
559753544,498.53,421.72,528.35,430.28
559755547,498.59,410.62,523.95,428.39
559757546,492.3,411.89,523.65,428.11
559759537,494.28,420.77,523.11,429.72
559761563,499.92,425.23,526.22,428.11
559763549,492.23,409.29,522.84,420.65
559765524,494.72,419.01,520,426.28
559767554,497.81,421.58,524.07,427.03
559769546,492.48,430.78,524.45,428.18
559771546,496.57,416.75,525.7,418.95
559773558,492.66,424.39,524.33,422.42
559775554,496.49,413.96,524.02,427.4
559777559,496.26,414.1,525.35,423.47
559779558,498.6,419.87,521.69,425.34
559781545,498.66,418.66,528.11,422.64
559783544,498.31,421.26,527.71,419.36
559785557,495.31,419.28,520.68,426.09
559787556,500.64,426.66,525.48,422.69
559789557,497.96,414.3,531.17,420.12
559791607,499.52,418.43,522.98,425.19
559793558,496.55,420.81,523.54,420.81
559795558,492.21,415.65,526.75,422.69
559797559,501.74,424.41,527.95,422.93
559799553,496,418.1,523.58,423.64
559801555,497.97,410.61,528.1,423.03
559803555,498.06,414.6,523.78,427.33
559805554,496.01,418.32,527,422
559807558,489.09,420.45,527.71,423.25
559809553,499.55,416.14,531.32,419.42
559811559,497.53,421.8,531.04,432.26
559813556,497.01,410.73,527.35,433.33
559815547,491.91,414.25,535.11,424.02
559817536,494.47,421.08,525.89,424.89
559819579,498.61,418.82,530.2,420.49
559821571,498.29,415.76,529.42,424.92
559823567,499.64,413.8,531.75,427.65
559825566,497.67,421.88,532.48,425.18
559827567,498.7,414.37,530.04,425.79
559829551,501.72,410.21,533.19,423.58
559831584,501.52,410.19,529.04,424.81
559833577,496.66,415.01,531.66,427.28
559835568,498.18,413.05,530.33,428.42
559837567,502.14,412.74,533.92,422.01
559839564,498.46,417.13,530.5,423.82
559841567,498.12,420.4,528.49,421.25
559843568,498.17,417.77,533.78,419.66
559845568,494.18,410.78,538.17,426.48
559847566,503.71,413.88,541.38,427.22
559849566,497.66,412.51,536.2,421.08
559851567,498.61,414.96,531.61,425.14
559853567,502.2,414.2,534.35,425.34
559855569,502,420.98,536.33,419.4
559857566,504.07,408.45,533.42,421.07
559859563,499.3,408.48,534.23,417.85
559861574,498.61,419.83,534.94,422.01
559863566,505.79,411.06,536.14,421.87
559865574,497.76,412.38,533.47,418.04
559867577,500.19,406.51,535.96,418.32
